XAccel,YAccel,ZAccel
0.675689697265625,-0.362945556640625,-0.68084716796875
0.692169189453125,-0.4198455810546875,-0.6753997802734375
0.6813201904296875,-0.420928955078125,-0.6990203857421875
0.675201416015625,-0.382476806640625,-0.7014312744140625
0.64959716796875,-0.38848876953125,-0.7175140380859375
0.628753662109375,-0.3705596923828125,-0.7070465087890625
0.6313629150390625,-0.347625732421875,-0.6976470947265625
0.6397857666015625,-0.338287353515625,-0.6789093017578125
0.641021728515625,-0.3319244384765625,-0.6681365966796875
0.6713714599609375,-0.3093719482421875,-0.67974853515625
0.7099761962890625,-0.3165130615234375,-0.7040252685546875
0.7677154541015625,-0.3314056396484375,-0.758270263671875
0.78204345703125,-0.335235595703125,-0.7658538818359375
0.8373260498046875,-0.3271484375,-0.769775390625
0.926849365234375,-0.3680419921875,-0.7537689208984375
0.9604644775390625,-0.359466552734375,-0.6911468505859375
0.96185302734375,-0.3486785888671875,-0.6617889404296875
0.985321044921875,-0.3255157470703125,-0.58319091796875
0.9820709228515625,-0.409820556640625,-0.5859832763671875
0.9050140380859375,-0.439910888671875,-0.55615234375
0.8739471435546875,-0.426422119140625,-0.5468597412109375
0.9322052001953125,-0.5008697509765625,-0.399658203125
0.827789306640625,-0.6206817626953125,-0.3315582275390625
0.717071533203125,-0.7108917236328125,-0.3093414306640625
0.6620635986328125,-0.6852569580078125,-0.2476654052734375
0.67584228515625,-0.849365234375,-0.23876953125
0.612701416015625,-0.8904876708984375,-0.1579437255859375
0.5334014892578125,-0.98101806640625,-0.1430206298828125
0.4786376953125,-1.0802001953125,-0.1286773681640625
0.4180908203125,-1.0795745849609375,-0.13507080078125
0.3756256103515625,-0.9026031494140625,-0.2186431884765625
0.386962890625,-0.86474609375,-0.3291473388671875
0.5017547607421875,-0.9467926025390625,-0.5194091796875
0.4103851318359375,-0.9505615234375,-0.434539794921875
0.31597900390625,-0.9752960205078125,-0.36346435546875
0.261749267578125,-0.93206787109375,-0.268524169921875
0.2490692138671875,-0.748016357421875,-0.29345703125
0.2685394287109375,-0.755462646484375,-0.43182373046875
0.22607421875,-0.8220672607421875,-0.4947967529296875
0.232391357421875,-0.734405517578125,-0.5319671630859375
0.145721435546875,-0.6236114501953125,-0.4275665283203125
0.130706787109375,-0.5792388916015625,-0.368072509765625
0.1285552978515625,-0.8109588623046875,-0.25323486328125
0.1881256103515625,-0.8714752197265625,-0.2207183837890625
0.22930908203125,-0.790069580078125,-0.32177734375
0.2848358154296875,-0.6569976806640625,-0.4551239013671875
0.263946533203125,-0.6459808349609375,-0.4983978271484375
0.1837005615234375,-0.6892547607421875,-0.476470947265625
0.1469573974609375,-0.678314208984375,-0.5068511962890625
0.2675628662109375,-0.635284423828125,-0.5144195556640625
0.2418975830078125,-0.6883544921875,-0.417877197265625
0.2158660888671875,-0.755279541015625,-0.4400482177734375
0.2186279296875,-0.871856689453125,-0.525390625
0.3221588134765625,-0.87322998046875,-0.5153350830078125
0.4184417724609375,-0.97540283203125,-0.73138427734375
0.399017333984375,-1.0234527587890625,-0.8358917236328125
0.3561248779296875,-1.1173248291015625,-0.8901824951171875
0.304473876953125,-1.2608642578125,-0.8969573974609375
0.3115234375,-1.4478302001953125,-1.12017822265625
0.3846893310546875,-1.4624481201171875,-1.3372650146484375
0.2206878662109375,-1.41290283203125,-1.20166015625
0.2560577392578125,-1.6846466064453125,-1.2377166748046875
0.320465087890625,-1.71148681640625,-1.187408447265625
0.3375701904296875,-1.67218017578125,-1.0575714111328125
0.340667724609375,-1.725250244140625,-1.043548583984375
0.263702392578125,-1.7074737548828125,-0.9524993896484375
0.206085205078125,-1.5079345703125,-0.8995208740234375
0.18450927734375,-1.5085296630859375,-0.8954925537109375
0.15081787109375,-1.400970458984375,-0.858062744140625
0.0901336669921875,-1.2897186279296875,-0.8464813232421875
-0.0299530029296875,-1.3365936279296875,-0.8086395263671875
0.016937255859375,-1.0594329833984375,-0.72332763671875
-0.0004119873046875,-0.8234100341796875,-0.284271240234375
-0.0283050537109375,-0.6515655517578125,-0.0077362060546875
-0.0406494140625,-0.5265045166015625,-0.0563201904296875
-0.059600830078125,-0.34796142578125,-0.1424102783203125
-0.1171417236328125,-0.11883544921875,-0.165985107421875
-0.15081787109375,-0.2585296630859375,0.009674072265625
-0.2091522216796875,-0.271331787109375,0.1116790771484375
-0.2104339599609375,-0.2225799560546875,0.1372222900390625
-0.120452880859375,-0.18963623046875,0.2990264892578125
-0.160400390625,-0.065093994140625,0.5873870849609375
-0.23236083984375,0.1474456787109375,0.8789520263671875
-0.1737213134765625,0.3213043212890625,0.921600341796875
-0.1096343994140625,0.2940521240234375,1.020721435546875
-0.1039276123046875,0.3054656982421875,1.1131591796875
-0.0254058837890625,0.2566986083984375,1.1186981201171875
0.0321044921875,0.36541748046875,1.2572784423828125
0.0841064453125,0.4584503173828125,1.3537139892578125
0.1722259521484375,0.41839599609375,1.5718536376953125
0.180206298828125,0.6072998046875,2.00677490234375
0.325103759765625,0.4549407958984375,2.1839599609375
0.343536376953125,0.3306884765625,2.3952484130859375
0.25445556640625,0.194549560546875,2.54803466796875
0.2109222412109375,-0.0235443115234375,2.4981689453125
0.396942138671875,-0.21246337890625,2.5421142578125
0.5723114013671875,-0.5161285400390625,2.4829254150390625
0.5357208251953125,-0.5100555419921875,2.445709228515625
0.7317657470703125,-0.295654296875,2.6778411865234375
1.48699951171875,-0.0168304443359375,2.8976898193359375
2.8470306396484375,-0.3784027099609375,2.794830322265625
4.38214111328125,-0.4412384033203125,1.9425811767578125
5.53411865234375,-1.9013214111328125,2.016754150390625
5.51324462890625,-1.5947113037109375,2.1649932861328125
12.164520263671875,-3.2279052734375,5.7573089599609375
15.92108154296875,-1.048095703125,-1.27294921875
9.71136474609375,3.9234466552734375,-2.70245361328125
3.067413330078125,3.446319580078125,-2.65386962890625
2.6515350341796875,-0.129669189453125,-2.9342498779296875
4.0283966064453125,-2.0662078857421875,-2.7017822265625
3.683074951171875,0.91131591796875,-2.376373291015625
2.7846832275390625,1.8574371337890625,-2.385162353515625
1.993621826171875,1.993133544921875,-2.2818145751953125
2.17340087890625,1.153167724609375,-2.0147552490234375
2.310638427734375,0.51593017578125,-1.6031494140625
2.0106048583984375,0.3326263427734375,-1.56591796875
1.68157958984375,0.3257904052734375,-1.392303466796875
1.5211944580078125,0.282928466796875,-1.433746337890625
1.487579345703125,0.2756500244140625,-1.321044921875
1.3607177734375,0.4738006591796875,-1.0153350830078125
1.1945343017578125,0.5230255126953125,-0.7777099609375
1.051788330078125,0.4040985107421875,-0.6404266357421875
0.97991943359375,0.18408203125,-0.5735931396484375
0.965484619140625,-0.0316619873046875,-0.4916229248046875
1.0630950927734375,-0.0665435791015625,-0.4061126708984375
1.1243896484375,-0.0996551513671875,-0.3124237060546875
1.137786865234375,-0.1584625244140625,-0.268951416015625
1.0791168212890625,-0.203887939453125,-0.161224365234375
1.0118255615234375,-0.19329833984375,-0.030975341796875
0.9733734130859375,-0.169464111328125,0.0646514892578125
0.938507080078125,-0.1988525390625,0.0868988037109375
0.8895111083984375,-0.249298095703125,0.0854034423828125
0.856536865234375,-0.2608184814453125,0.0149688720703125
0.8130950927734375,-0.273345947265625,-0.0434112548828125
0.766754150390625,-0.3116912841796875,-0.092193603515625
0.7580108642578125,-0.3946075439453125,-0.1180267333984375
0.7850189208984375,-0.438873291015625,-0.16412353515625
0.78509521484375,-0.4716033935546875,-0.21258544921875
0.7849884033203125,-0.508758544921875,-0.2781524658203125
0.7801055908203125,-0.5093231201171875,-0.3075408935546875
0.78668212890625,-0.52197265625,-0.314788818359375
0.8002166748046875,-0.521392822265625,-0.3052825927734375
0.8028411865234375,-0.5359954833984375,-0.3096923828125
0.79351806640625,-0.534149169921875,-0.338165283203125
0.7751922607421875,-0.5440673828125,-0.3790283203125
0.777069091796875,-0.5528717041015625,-0.3990631103515625
0.787384033203125,-0.5343170166015625,-0.4105377197265625
0.7865447998046875,-0.477325439453125,-0.41424560546875
0.7786102294921875,-0.4491729736328125,-0.449432373046875
0.7999267578125,-0.4125213623046875,-0.453826904296875
0.807952880859375,-0.4012603759765625,-0.441436767578125
0.7739715576171875,-0.41455078125,-0.4215545654296875
0.7450103759765625,-0.4425048828125,-0.432403564453125
0.7627716064453125,-0.483367919921875,-0.4527587890625
0.7834930419921875,-0.4871673583984375,-0.462188720703125
0.779693603515625,-0.520843505859375,-0.483367919921875
0.7897186279296875,-0.546142578125,-0.4867095947265625
0.7843017578125,-0.562225341796875,-0.4770965576171875
0.765350341796875,-0.5496368408203125,-0.4607696533203125
0.7569732666015625,-0.538909912109375,-0.4320526123046875
0.7535400390625,-0.544281005859375,-0.4292144775390625
0.754180908203125,-0.5545196533203125,-0.433624267578125
0.7634429931640625,-0.58123779296875,-0.420379638671875
0.77056884765625,-0.5821533203125,-0.4070892333984375
0.760955810546875,-0.6016998291015625,-0.408294677734375
0.7456817626953125,-0.6295166015625,-0.389617919921875
0.7383575439453125,-0.690460205078125,-0.39190673828125
0.749969482421875,-0.7298736572265625,-0.3962554931640625
0.7375335693359375,-0.7523651123046875,-0.40338134765625
0.7089691162109375,-0.7471466064453125,-0.3936004638671875
0.6902618408203125,-0.7443695068359375,-0.4173431396484375
0.6706695556640625,-0.7181243896484375,-0.397064208984375
0.6318511962890625,-0.691009521484375,-0.368804931640625
0.5998382568359375,-0.689697265625,-0.356170654296875
0.587432861328125,-0.6882781982421875,-0.3461151123046875
0.5760040283203125,-0.704925537109375,-0.35760498046875
0.5784759521484375,-0.703460693359375,-0.3590240478515625
0.5690765380859375,-0.7030029296875,-0.3528289794921875
0.564239501953125,-0.6917877197265625,-0.3318634033203125
0.5755767822265625,-0.70245361328125,-0.3321990966796875
0.59234619140625,-0.71795654296875,-0.3344268798828125
0.5962371826171875,-0.720855712890625,-0.3314361572265625
0.590484619140625,-0.72528076171875,-0.33642578125
0.6007232666015625,-0.7442474365234375,-0.355865478515625
0.6125640869140625,-0.7476043701171875,-0.3605499267578125
