XAccel,YAccel,ZAccel
0.6514892578125,-0.1844329833984375,-0.77532958984375
0.617034912109375,-0.1850433349609375,-0.732452392578125
0.617034912109375,-0.1850433349609375,-0.732452392578125
0.6064605712890625,-0.195281982421875,-0.709228515625
0.5781097412109375,-0.1930084228515625,-0.7111663818359375
0.597412109375,-0.182708740234375,-0.7293548583984375
0.5817108154296875,-0.2285919189453125,-0.7351531982421875
0.6121673583984375,-0.2484130859375,-0.7347259521484375
0.6121673583984375,-0.2484130859375,-0.7347259521484375
0.6856842041015625,-0.267120361328125,-0.795074462890625
0.70751953125,-0.2426300048828125,-0.79559326171875
0.656707763671875,-0.24383544921875,-0.76861572265625
0.5916595458984375,-0.172576904296875,-0.7699432373046875
0.54229736328125,-0.1733856201171875,-0.801544189453125
0.54229736328125,-0.1733856201171875,-0.801544189453125
0.5001373291015625,-0.2387847900390625,-0.737060546875
0.5064239501953125,-0.26287841796875,-0.6042327880859375
0.4599761962890625,-0.3735809326171875,-0.5263214111328125
0.3979644775390625,-0.4684906005859375,-0.5491943359375
0.310577392578125,-0.57623291015625,-0.5979461669921875
0.310577392578125,-0.57623291015625,-0.5979461669921875
0.297119140625,-0.558868408203125,-0.649383544921875
0.3453369140625,-0.63031005859375,-0.693756103515625
0.299285888671875,-0.6154632568359375,-0.6954498291015625
0.27337646484375,-0.6986236572265625,-0.806549072265625
0.244476318359375,-0.613525390625,-0.8115997314453125
0.1986083984375,-0.867645263671875,-0.8230743408203125
0.287384033203125,-0.8345184326171875,-0.8238983154296875
0.3688201904296875,-0.89385986328125,-1.0180511474609375
0.37701416015625,-1.123199462890625,-1.232147216796875
0.24627685546875,0.52703857421875,-0.809844970703125
0.2540435791015625,0.5402374267578125,-0.812103271484375
0.2644195556640625,0.5135040283203125,-0.8071441650390625
0.2644195556640625,0.5135040283203125,-0.8071441650390625
0.269287109375,0.514984130859375,-0.8055877685546875
0.28680419921875,0.5355377197265625,-0.8101043701171875
0.2880706787109375,0.561859130859375,-0.8094940185546875
0.2853546142578125,0.5901031494140625,-0.8060150146484375
0.307586669921875,0.55267333984375,-0.8321533203125
0.307586669921875,0.55267333984375,-0.8321533203125
0.28826904296875,0.50628662109375,-0.8262939453125
0.2886199951171875,0.5526580810546875,-0.77972412109375
0.2993011474609375,0.50982666015625,-0.7855682373046875
0.308074951171875,0.4845733642578125,-0.7723236083984375
0.328216552734375,0.509552001953125,-0.7592010498046875
0.328216552734375,0.509552001953125,-0.7592010498046875
0.3389739990234375,0.492034912109375,-0.7805633544921875
