XAccel,ZAccel
0.103363037109375,-1.1237945556640625
0.171844482421875,-1.1248321533203125
0.1971282958984375,-1.0168304443359375
0.1889190673828125,-0.8954620361328125
0.16094970703125,-0.8414154052734375
0.2378997802734375,-0.9067840576171875
0.2883758544921875,-0.9638519287109375
0.3575286865234375,-1.006134033203125
0.3887481689453125,-0.983062744140625
0.4082794189453125,-1.000396728515625
0.447296142578125,-1.0066986083984375
0.4839935302734375,-1.0329742431640625
0.4962158203125,-1.0521392822265625
0.481781005859375,-1.063873291015625
0.4773101806640625,-1.0535125732421875
0.455078125,-1.021087646484375
0.4463653564453125,-1.0198211669921875
0.44158935546875,-0.993560791015625
0.4483489990234375,-0.9875946044921875
0.446197509765625,-0.9626007080078125
0.445068359375,-0.9656982421875
0.433441162109375,-0.9497222900390625
0.389312744140625,-0.90802001953125
0.3748931884765625,-0.86578369140625
0.343536376953125,-0.8028411865234375
0.2918701171875,-0.7938690185546875
0.1564483642578125,-0.8804168701171875
0.0895843505859375,-0.9922637939453125
0.09442138671875,-1.0236358642578125
0.069793701171875,-0.9777069091796875
0.14166259765625,-0.9658355712890625
0.175567626953125,-0.9210357666015625
0.17559814453125,-0.88861083984375
0.2139129638671875,-0.9129791259765625
0.28765869140625,-0.97296142578125
0.44390869140625,-0.894927978515625
0.4426727294921875,-0.7468719482421875
0.415802001953125,-0.665008544921875
0.37127685546875,-0.6018218994140625
0.3578948974609375,-0.5879058837890625
0.322998046875,-0.70367431640625
0.3186798095703125,-0.79095458984375
0.3326263427734375,-0.8334503173828125
0.2998046875,-0.89111328125
0.287109375,-1.01556396484375
0.3211669921875,-1.14105224609375
0.33392333984375,-1.230682373046875
0.3345184326171875,-1.1793975830078125
0.331085205078125,-1.0961456298828125
0.290985107421875,-1.051055908203125
0.2581939697265625,-0.999786376953125
0.255401611328125,-0.959228515625
0.21343994140625,-0.972564697265625
0.1912841796875,-0.994903564453125
0.1597442626953125,-1.0059661865234375
0.1455535888671875,-1.017822265625
0.163177490234375,-1.0272216796875
0.18011474609375,-1.0166778564453125
0.206329345703125,-0.971343994140625
0.2259063720703125,-0.910980224609375
0.3078460693359375,-0.83587646484375
0.407379150390625,-0.8052825927734375
0.509796142578125,-0.7533111572265625
0.505615234375,-0.69512939453125
0.4586334228515625,-0.7825927734375
0.4703826904296875,-0.8124237060546875
0.447052001953125,-0.7990875244140625
0.44085693359375,-0.841888427734375
0.4422760009765625,-0.89776611328125
0.4120941162109375,-0.87921142578125
0.3684234619140625,-0.8321685791015625
0.3175506591796875,-0.882659912109375
0.3207855224609375,-0.8997039794921875
0.3537750244140625,-0.96099853515625
0.3913116455078125,-1.0191497802734375
