XAccel,ZAccel
0.65576171875,-0.761871337890625
0.672882080078125,-0.7557830810546875
0.684844970703125,-0.764404296875
0.690765380859375,-0.767242431640625
0.6995086669921875,-0.7651214599609375
0.7121124267578125,-0.760498046875
0.7139739990234375,-0.754119873046875
0.7057037353515625,-0.7547760009765625
0.7017974853515625,-0.75775146484375
0.6942596435546875,-0.7466278076171875
0.6625518798828125,-0.72711181640625
0.6449127197265625,-0.70245361328125
0.62725830078125,-0.671478271484375
0.6163177490234375,-0.6526947021484375
0.5846099853515625,-0.6307373046875
0.5584564208984375,-0.61895751953125
0.5668182373046875,-0.642333984375
0.5881500244140625,-0.6435699462890625
0.5753173828125,-0.6522064208984375
0.56475830078125,-0.61663818359375
0.5766754150390625,-0.6107177734375
0.6349639892578125,-0.634246826171875
0.6472320556640625,-0.65850830078125
0.6650543212890625,-0.6483917236328125
0.7075653076171875,-0.6510467529296875
0.736053466796875,-0.6227874755859375
0.7658233642578125,-0.663909912109375
0.8116302490234375,-0.7129364013671875
0.814666748046875,-0.7354583740234375
0.8455047607421875,-0.7291412353515625
0.8782501220703125,-0.7247161865234375
0.90594482421875,-0.7437744140625
0.902008056640625,-0.7443084716796875
0.8815155029296875,-0.723602294921875
0.8729248046875,-0.717803955078125
0.8621063232421875,-0.6959228515625
0.818939208984375,-0.68011474609375
0.8008880615234375,-0.6627655029296875
0.785400390625,-0.662628173828125
0.7902679443359375,-0.65380859375
0.8008270263671875,-0.668304443359375
0.7982177734375,-0.678680419921875
0.78973388671875,-0.6700286865234375
0.779632568359375,-0.6521148681640625
0.7713470458984375,-0.64984130859375
0.76312255859375,-0.653900146484375
0.7566375732421875,-0.6457061767578125
0.7463836669921875,-0.6497650146484375
0.764434814453125,-0.6768035888671875
0.77947998046875,-0.6653594970703125
0.7836456298828125,-0.6574249267578125
0.7822723388671875,-0.6584625244140625
0.778717041015625,-0.6647491455078125
0.7843170166015625,-0.6667022705078125
0.78631591796875,-0.6720123291015625
0.781524658203125,-0.675537109375
0.7866363525390625,-0.689605712890625
0.794342041015625,-0.70709228515625
0.790252685546875,-0.7032012939453125
0.782745361328125,-0.6998443603515625
0.7666473388671875,-0.7030487060546875
0.7532501220703125,-0.6862335205078125
0.740875244140625,-0.6810302734375
0.74432373046875,-0.6814727783203125
0.73468017578125,-0.6826629638671875
0.726959228515625,-0.6719512939453125
0.7287750244140625,-0.6817779541015625
0.7308502197265625,-0.690032958984375
0.725860595703125,-0.6866912841796875
0.716094970703125,-0.69024658203125
0.7079925537109375,-0.678619384765625
0.70892333984375,-0.6756744384765625
0.70867919921875,-0.6942138671875
0.70794677734375,-0.712738037109375
0.72332763671875,-0.730987548828125
0.753814697265625,-0.7225799560546875
0.78460693359375,-0.7460174560546875
0.81134033203125,-0.7694549560546875
0.8020782470703125,-0.778839111328125
0.800750732421875,-0.7765045166015625
0.807708740234375,-0.7544097900390625
0.8353424072265625,-0.768829345703125
0.8394012451171875,-0.7577056884765625
0.8577117919921875,-0.7553253173828125
0.8260345458984375,-0.772857666015625
0.778106689453125,-0.7506561279296875
0.6945037841796875,-0.6714324951171875
0.6234130859375,-0.5618743896484375
0.57513427734375,-0.493988037109375
0.5279541015625,-0.3866729736328125
0.462493896484375,-0.3243560791015625
0.373260498046875,-0.308563232421875
0.40240478515625,-0.3917388916015625
0.3175201416015625,-0.42596435546875
0.318634033203125,-0.63134765625
0.12579345703125,-0.46209716796875
-0.098419189453125,-0.325775146484375
-0.0302581787109375,-0.56298828125
0.147552490234375,-0.693572998046875
0.07891845703125,-0.699005126953125
0.0908355712890625,-0.71099853515625
0.1845855712890625,-0.7398529052734375
0.2288055419921875,-0.7060394287109375
0.2129974365234375,-0.7180938720703125
0.21337890625,-0.7265167236328125
0.1985931396484375,-0.7121734619140625
0.184783935546875,-0.673370361328125
0.28338623046875,-0.762176513671875
0.329132080078125,-0.867828369140625
0.300750732421875,-0.9319915771484375
0.197052001953125,-0.901031494140625
0.1324310302734375,-1.0185394287109375
0.0626068115234375,-1.12921142578125
0.0233612060546875,-1.117462158203125
-0.0274658203125,-1.080535888671875
-0.064727783203125,-1.0094451904296875
-0.102264404296875,-1.00262451171875
-0.1567230224609375,-0.915557861328125
-0.1700286865234375,-0.766815185546875
-0.2248382568359375,-0.6464080810546875
-0.271087646484375,-0.5874786376953125
-0.2891693115234375,-0.51080322265625
-0.3382568359375,-0.382232666015625
-0.361541748046875,-0.3110504150390625
-0.40020751953125,-0.26519775390625
-0.45672607421875,-0.206451416015625
-0.4355010986328125,-0.071319580078125
-0.4727325439453125,0.0663299560546875
-0.476318359375,0.1622314453125
-0.5653839111328125,0.252777099609375
-0.46466064453125,0.2995147705078125
-0.46575927734375,0.4278717041015625
-0.4289398193359375,0.48968505859375
-0.353515625,0.5974273681640625
-0.3609619140625,0.7767791748046875
-0.3112945556640625,0.9605255126953125
-0.31591796875,1.1922760009765625
-0.3191986083984375,1.2367095947265625
-0.272430419921875,1.16033935546875
-0.2605438232421875,1.1916961669921875
-0.2346954345703125,1.3631134033203125
-0.1431732177734375,1.3871307373046875
-0.08154296875,1.5344085693359375
0.0128326416015625,1.617340087890625
0.0435028076171875,1.6721649169921875
0.0899810791015625,1.9189453125
0.2777862548828125,2.15478515625
0.480194091796875,2.3739471435546875
0.58087158203125,2.901580810546875
1.203094482421875,3.6458282470703125
2.1114044189453125,3.4694671630859375
4.3778839111328125,0.91314697265625
5.9713134765625,0.476898193359375
12.510604858398438,4.8655853271484375
12.15167236328125,-4.3764801025390625
5.4263153076171875,-4.2091217041015625
3.59259033203125,-3.994384765625
2.130462646484375,-3.2129058837890625
1.747222900390625,-3.071441650390625
1.4631195068359375,-3.04473876953125
1.4963531494140625,-2.4705352783203125
1.249542236328125,-2.0326080322265625
1.0947113037109375,-1.8769378662109375
0.928863525390625,-1.7213287353515625
0.840423583984375,-1.4061431884765625
0.7285919189453125,-1.16619873046875
0.7219696044921875,-1.0620574951171875
0.826385498046875,-0.9122467041015625
0.865203857421875,-0.695220947265625
0.859771728515625,-0.5599365234375
0.83636474609375,-0.4736785888671875
0.830902099609375,-0.4253082275390625
0.8799591064453125,-0.396942138671875
0.8460845947265625,-0.3720245361328125
0.84381103515625,-0.3440704345703125
0.8314208984375,-0.30181884765625
0.8463287353515625,-0.322509765625
0.7904815673828125,-0.354400634765625
0.7706451416015625,-0.4199676513671875
0.6705322265625,-0.420745849609375
0.7099609375,-0.4512176513671875
0.7155609130859375,-0.4766693115234375
0.7089385986328125,-0.4563140869140625
0.710968017578125,-0.4546051025390625
0.7734832763671875,-0.5171966552734375
0.800048828125,-0.571563720703125
0.7709197998046875,-0.58087158203125
0.7411041259765625,-0.6189117431640625
0.7050933837890625,-0.6515655517578125
0.6676025390625,-0.60601806640625
0.6178741455078125,-0.5788421630859375
0.601348876953125,-0.5835418701171875
0.588623046875,-0.57745361328125
0.5909576416015625,-0.6039886474609375
0.589935302734375,-0.6037445068359375
0.5546722412109375,-0.5505523681640625
0.5162811279296875,-0.5125732421875
0.510284423828125,-0.513824462890625
0.541717529296875,-0.54217529296875
0.5983428955078125,-0.49395751953125
0.62359619140625,-0.379638671875
0.684967041015625,-0.317718505859375
0.831298828125,-0.2741546630859375
0.9474945068359375,-0.22076416015625
1.0175933837890625,-0.224761962890625
1.030731201171875,-0.2545166015625
0.995147705078125,-0.2181396484375
0.9644775390625,-0.291351318359375
0.9608306884765625,-0.42181396484375
0.9555511474609375,-0.487335205078125
0.938262939453125,-0.4407958984375
0.928955078125,-0.35064697265625
0.9437713623046875,-0.303497314453125
0.9392852783203125,-0.344696044921875
0.9498291015625,-0.46038818359375
0.902496337890625,-0.46173095703125
0.8538360595703125,-0.388092041015625
0.834259033203125,-0.357421875
0.814605712890625,-0.3971710205078125
0.8390045166015625,-0.4308624267578125
0.8392181396484375,-0.4375
0.87103271484375,-0.45587158203125
0.8641815185546875,-0.4634857177734375
0.92340087890625,-0.47607421875
1.0200042724609375,-0.47967529296875
1.05133056640625,-0.465606689453125
0.922698974609375,-0.436279296875
0.71441650390625,-0.3921051025390625
0.624481201171875,-0.465545654296875
0.602203369140625,-0.45367431640625
0.551788330078125,-0.358612060546875
0.5389556884765625,-0.2621612548828125
0.585235595703125,-0.2109375
0.6124420166015625,-0.2074737548828125
0.6138763427734375,-0.193145751953125
0.5643157958984375,-0.166290283203125
0.522430419921875,-0.1578826904296875
0.567352294921875,-0.1493377685546875
0.62615966796875,-0.186187744140625
0.641510009765625,-0.2971649169921875
0.65045166015625,-0.4120941162109375
0.613494873046875,-0.464874267578125
0.6597900390625,-0.5676422119140625
0.720123291015625,-0.763336181640625
0.730255126953125,-0.824615478515625
0.734588623046875,-0.7765655517578125
0.77105712890625,-0.741485595703125
0.804779052734375,-0.72589111328125
0.828094482421875,-0.7159881591796875
0.813446044921875,-0.6922607421875
0.838104248046875,-0.69049072265625
0.89312744140625,-0.66717529296875
0.928192138671875,-0.6081695556640625
0.93414306640625,-0.5313568115234375
0.901885986328125,-0.488311767578125
0.882843017578125,-0.4876861572265625
0.8841400146484375,-0.49700927734375
0.881591796875,-0.4536590576171875
0.8748016357421875,-0.415313720703125
0.877349853515625,-0.418701171875
0.905975341796875,-0.416656494140625
0.8984375,-0.3898162841796875
0.898956298828125,-0.3658447265625
0.9382171630859375,-0.37493896484375
0.9234161376953125,-0.4358978271484375
0.8788299560546875,-0.480194091796875
0.85247802734375,-0.462982177734375
0.83795166015625,-0.426971435546875
0.8388214111328125,-0.4111785888671875
0.8719635009765625,-0.39385986328125
0.8778076171875,-0.38043212890625
0.9248046875,-0.3552093505859375
1.0089263916015625,-0.3581695556640625
1.029388427734375,-0.3861083984375
0.9656829833984375,-0.401397705078125
0.934356689453125,-0.4004669189453125
0.8920745849609375,-0.4080810546875
