loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G)
2018-10-13 01:21:57.252 -0400,1,1539408115.999394,42.39124071031371,-72.52707155725992,70.99411,0.1422555,279.8848143746281,3.162277698516846,8,-9999,890581.9616079167,0.1739654541015625,-0.2341766357421875,-0.9754791259765625,890581.9566029167,-3.065202086734348,0.1892359620645346,0.1978628372585913,0.02976684086024761,-0.0444243960082531,0.02415771968662739,0.03130565583705902,-0.01349343359470367,-0.006329119205474854,XArbitraryZVertical,-0.09770109504461288,0.09466655552387238,0.9895803332328796,-0.04715399444103241,0.1844383478164673,-0.1965743154287338,-0.9629854559898376
2018-10-13 01:21:57.586 -0400,2,1539408116.832377,42.39116863817199,-72.52705623402495,62.17063,0.26,14.765625,3,5,-9999,890582.0016769167,0.1827239990234375,-0.186859130859375,-0.96392822265625,890581.9966719167,-3.063684466902534,0.1888238233729687,0.1976232251732749,0.03412207216024399,-0.006908032111823559,0.0467129647731781,0.008530884981155396,0.01245570182800293,-0.006985127925872803,XArbitraryZVertical,-0.09756547212600708,0.09448361396789551,0.9895766377449036,-0.04787462204694748,0.1840502917766571,-0.1963393688201904,-0.9631076455116272
2018-10-13 01:21:57.642 -0400,3,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.0417469167,0.2025146484375,-0.1740570068359375,-0.9542694091796875,890582.0367419167,-3.061947927007851,0.1887613396710831,0.1992657671123617,0.01392351742833853,-0.001511085778474808,0.02606134861707687,0.01141367852687836,-0.002459257841110229,0.01027119159698486,XArbitraryZVertical,-0.09764128923416138,0.0952136442065239,0.9894537329673767,-0.04880460351705551,0.1839293539524078,-0.1979496777057648,-0.9628010988235474
2018-10-13 01:21:57.667 -0400,4,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.0818159167,0.2160797119140625,-0.1564483642578125,-0.9544525146484375,890582.0768109168,-3.061723339303235,0.1876908412131044,0.2022798056468628,0.09492086619138718,-0.04416463896632195,-0.01487676426768303,0.01635605096817017,0.02583907544612885,0.00563502311706543,XArbitraryZVertical,-0.09716782718896866,0.09672106057405472,0.9893444776535034,-0.04899913817644119,0.1827864050865173,-0.2009031772613525,-0.9624068737030029
2018-10-13 01:21:57.673 -0400,5,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.1218859167,0.22186279296875,-0.1729583740234375,-0.9422149658203125,890582.1168809168,-3.064356186899789,0.1851396313284645,0.2082036597974475,0.1886142939329147,-0.117946669459343,-0.05671196430921555,0.04030494391918182,0.03470562398433685,0.01798832416534424,XArbitraryZVertical,-0.09586349874734879,0.09984229505062103,0.989218533039093,-0.04783359169960022,0.1801082640886307,-0.2067026942968369,-0.9616833925247192
2018-10-13 01:21:57.678 -0400,6,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.1619549167,0.22686767578125,-0.1728973388671875,-0.9191741943359375,890582.1569509167,-3.069382220721457,0.1804377926717838,0.2157041290764724,0.2845690846443176,-0.1896548718214035,-0.1060456857085228,0.0536566823720932,0.05380275845527649,0.02819758653640747,XArbitraryZVertical,-0.0933845192193985,0.1039021015167236,0.9891508221626282,-0.04543362557888031,0.1753014475107193,-0.2140352874994278,-0.9609673619270325
2018-10-13 01:21:57.708 -0400,7,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.202010625,0.2352294921875,-0.181610107421875,-0.9180908203125,890582.197005625,-3.07779561434025,0.1742109794020419,0.226307016058511,0.3386921882629395,-0.2503601908683777,-0.1665881276130676,0.07300138473510742,0.0447690337896347,0.05057156085968018,XArbitraryZVertical,-0.08998254686594009,0.1096700951457024,0.9890210032463074,-0.04138684645295143,0.1689114570617676,-0.2243802398443222,-0.9597512483596802
2018-10-13 01:21:57.730 -0400,8,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.242080625,0.243438720703125,-0.1878814697265625,-0.9096832275390625,890582.2370756251,-3.088941882069447,0.1672226679918232,0.2390750735767648,0.4287310838699341,-0.2793554067611694,-0.2332441210746765,0.07530447840690613,0.06495963037014008,0.04583460092544556,XArbitraryZVertical,-0.08601731806993484,0.1166127026081085,0.9887903332710266,-0.03599904477596283,0.1617102921009064,-0.2368041127920151,-0.9580050110816956
2018-10-13 01:21:57.736 -0400,9,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.282149625,0.2636566162109375,-0.20623779296875,-0.8820648193359375,890582.2771146251,-3.103731401996886,0.1596910999252288,0.2554013547253186,0.5338623523712158,-0.3267306983470917,-0.312591552734375,0.1001273691654205,0.05411693453788757,0.06329864263534546,XArbitraryZVertical,-0.08150017261505127,0.1254278719425201,0.9883277416229248,-0.02887155674397945,0.1538551598787308,-0.2526337504386902,-0.955251157283783
2018-10-13 01:21:57.742 -0400,10,1539408117.000247,42.39116637505813,-72.52705363563497,62.19175,0.17,14.765625,3,5,-9999,890582.322219625,0.162322998046875,-0.26336669921875,-0.9088897705078125,890582.3171836251,-3.122699719981571,0.1523494120279196,0.2742764700236726,0.5147358179092407,-0.3068458437919617,-0.41488116979599,0.0493006557226181,0.0135263204574585,0.05098938941955566,XArbitraryZVertical,-0.07667088508605957,0.1355941891670227,0.9875958561897278,-0.01973372139036655,0.1460881382226944,-0.2708505094051361,-0.9514715671539307
